timestamp_utc,question_id,question_row,question,model_id,status,latency_ms,inputTokens,outputTokens,totalTokens,totalCost,output,output_similarity_by_model,user_friendly_output,error,reasoning
2026-07-08T15:41:35.115Z,10,11,My name is Angela Aguilera and my son Wilcoxson Martinez is in the Missoula Co Jail and he is a juvenile and he has a DUI hanging over his head. He needs a evaluation for substance use ASAP,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1317,2811,23,2834,0.002926,"[""DUI"",""CJ"",""CSAA"",""ADOL""]",,Specially designed program for DUI/DWI clients; Criminal justice (other than DUI/DWI)/Forensic clients; Comprehensive substance use assessment; Adolescents,,
2026-07-08T15:41:36.433Z,11,12,I need help paying for treatment. I'm unemployed and becoming more and more depressed.  Please help.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1364,2781,19,2800,0.002876,"[""MH"",""PA"",""SS"",""CASH""]",,Mental health treatment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors); Cash or self-payment,,
2026-07-08T15:41:37.797Z,12,13,"im looking for a detox program for my boyfriend. Currently he has medical insurance, we just moved to Texas 2 weeks ago.",us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1341,2786,14,2800,0.002856,"[""DT"",""PI""]",,Detoxification; Private health insurance,,
2026-07-08T15:41:39.139Z,13,14,I need mental health alcohol and cocaine crack inpatient. I have united health and Medicaid,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1363,2778,22,2800,0.002888,"[""SUMH"",""SA"",""HI"",""PI"",""MD""]",,Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Substance use treatment; Hospital inpatient/24-hour hospital inpatient; Private health insurance; Medicaid,,
2026-07-08T15:41:40.503Z,14,15,My sons insurance is LifeWise of WA. Lives in Bellingham WA. Does anyone take this?,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,981,2784,11,2795,0.002839,"[""PI""]",,Private health insurance,,
2026-07-08T15:41:41.485Z,15,16,im 46 female bipolar anxiety ptsd and an addict of everything i think i was recently sober for around 6 months again I relapsed and again sober only a few weeks now and I'm afraid I'm going to relapse again.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1341,2812,34,2846,0.002982,"[""SA"",""MH"",""SUMH"",""PTSD"",""WN"",""ICO"",""GCO"",""ACC""]",,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Persons with post-traumatic stress disorder (PTSD); Adult women; Individual counseling; Group counseling; Aftercare/continuing care,,
2026-07-08T15:41:42.827Z,16,17,I'm disabled 51 female in need badly of detox and treatment I have Aetna Better Health Medicaid Florida,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1918,2785,21,2806,0.00289,"[""DT"",""SA"",""MD"",""PI"",""WN""]",,Detoxification; Substance use treatment; Medicaid; Private health insurance; Adult women,,
2026-07-08T15:41:44.745Z,17,18,Seeking help with myth addiction,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1121,2764,11,2775,0.002819,"[""SA""]",,Substance use treatment,,
2026-07-08T15:41:45.867Z,18,19,Ive done detox at palmer lake i now need residential for substance and mental health i get discharged on Sat.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1128,2784,18,2802,0.002874,"[""SUMH"",""RES"",""ACC""]",,Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Residential/24-hour residential; Aftercare/continuing care,,
2026-07-08T15:41:46.996Z,19,20,I'm trying to get into a program but need help with payment I don't have insurance and des gives my kids medical but not me . I need to get into an inpatient facility. Please contact me ASAP,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2047,2803,21,2824,0.002908,"[""SA"",""RES"",""CASH"",""PA"",""SS""]",,Substance use treatment; Residential/24-hour residential; Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),,
2026-07-08T15:41:49.043Z,20,21,Im trying to find treatment that takes medicare I'm in Johnson city and no transportation and no family.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1131,2778,19,2797,0.002873,"[""MC"",""TA"",""HS"",""ACC""]",,Medicare; Transportation assistance; Housing services; Aftercare/continuing care,,
2026-07-08T15:41:50.175Z,21,22,Hello im reaching out for my fiance who has no insurance and needs to get into treatment,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1425,2776,39,2815,0.002971,"[""SA"",""MH"",""SUMH"",""OP"",""RES"",""IOP"",""PHP"",""CASH"",""PA"",""SS"",""MCO""]",,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Outpatient; Residential/24-hour residential; Intensive outpatient treatment; Partial hospitalization/day treatment; Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors); Marital/couples counseling,,
2026-07-08T15:41:51.601Z,22,23,do yall have anything for marriage couples like a intake place so we can get help together but still be able to be together. i dont want us to have to be apart.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1155,2794,27,2821,0.002929,"[""MCO"",""ICO"",""GCO"",""CMHA"",""CSAA""]",,Marital/couples counseling; Individual counseling; Group counseling; Comprehensive mental health assessment; Comprehensive substance use assessment,,
2026-07-08T15:41:52.757Z,23,24,Treatment facility that takes blue cross blue shield garnet Medicare insurance,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,938,2770,8,2778,0.00281,"[""PI"",""MC""]",,Private health insurance; Medicare,,
2026-07-08T15:41:53.695Z,24,25,Looking for a on patient facility. I have health net insurance . Live in the Sonora area. Or Modesto area. If you can help I would appreciate it.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1233,2794,14,2808,0.002864,"[""OP"",""PI""]",,Outpatient; Private health insurance,,
2026-07-08T15:41:54.929Z,25,26,I need a list of Ny Medicaid accepted drug rehab in ny just not binghmton ny,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1049,2781,13,2794,0.002846,"[""SA"",""MD""]",,Substance use treatment; Medicaid,,
2026-07-08T15:41:55.979Z,26,27,I need somewhere I can safely detox from fentanyl.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1285,2772,20,2792,0.002872,"[""SA"",""DT"",""RES"",""RD""]",,Substance use treatment; Detoxification; Residential/24-hour residential; Residential detoxification,,
2026-07-08T15:41:57.264Z,27,28,I've relapsed again and need inpatient rehab immediately.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1285,2772,17,2789,0.002857,"[""SA"",""RES"",""DT""]",,Substance use treatment; Residential/24-hour residential; Detoxification,,
2026-07-08T15:41:58.550Z,28,29,My wife and I both want treatment together.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1312,2767,14,2781,0.002837,"[""MCO"",""ICO"",""GCO""]",,Marital/couples counseling; Individual counseling; Group counseling,,
2026-07-08T15:41:59.863Z,29,30,I need somewhere that accepts Medicaid and has detox.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1193,2771,9,2780,0.002816,"[""DT"",""MD""]",,Detoxification; Medicaid,,
2026-07-08T15:42:01.057Z,30,31,My son is addicted to meth and refuses help.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1332,2770,11,2781,0.002825,"[""SA""]",,Substance use treatment,,
2026-07-08T15:42:02.389Z,31,32,Looking for a residential program after I finish detox.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2057,2769,14,2783,0.002839,"[""RES"",""ACC""]",,Residential/24-hour residential; Aftercare/continuing care,,
2026-07-08T15:42:04.447Z,32,33,I need help for depression and alcohol addiction.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1446,2767,18,2785,0.002857,"[""SUMH"",""MH"",""SA""]",,Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Mental health treatment; Substance use treatment,,
2026-07-08T15:42:05.894Z,33,34,Is there a rehab that accepts Medicare near me?,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1110,2769,14,2783,0.002839,"[""RES"",""MC""]",,Residential/24-hour residential; Medicare,,
2026-07-08T15:42:07.005Z,34,35,I don't have insurance. Is there anywhere affordable?,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1188,2769,11,2780,0.002824,"[""CASH"",""PA"",""SS""]",,Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),,
2026-07-08T15:42:08.194Z,35,36,I need a sober living home after treatment.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1304,2768,9,2777,0.002813,"[""HH"",""ACC""]",,"Transitional housing, halfway house, or sober home; Aftercare/continuing care",,
2026-07-08T15:42:09.499Z,36,37,Court ordered me to complete a substance abuse assessment.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1160,2768,18,2786,0.002858,"[""SA"",""CSAA"",""CJ""]",,Substance use treatment; Comprehensive substance use assessment; Criminal justice (other than DUI/DWI)/Forensic clients,,
2026-07-08T15:42:10.660Z,37,38,I need treatment before I go back to jail.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1549,2768,18,2786,0.002858,"[""SA"",""CJ"",""CSAA""]",,Substance use treatment; Criminal justice (other than DUI/DWI)/Forensic clients; Comprehensive substance use assessment,,
2026-07-08T15:42:12.209Z,38,39,I'm pregnant and addicted to opioids.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,953,2769,23,2792,0.002884,"[""SA"",""SUMH"",""PW"",""BU"",""MU"",""OMB""]",,Substance use treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Pregnant/postpartum women; Buprenorphine used in Treatment; Methadone used in Treatment; Outpatient methadone/buprenorphine or naltrexone treatment,,
2026-07-08T15:42:13.163Z,39,40,My daughter is cutting herself and needs psychiatric help.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1387,2768,18,2786,0.002858,"[""MH"",""ADOL"",""CMHA"",""ICO""]",,Mental health treatment; Adolescents; Comprehensive mental health assessment; Individual counseling,,
2026-07-08T15:42:14.550Z,40,41,I need rehab that allows me to bring my child.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1392,2770,13,2783,0.002835,"[""RES"",""BEDS"",""CCC""]",,Residential/24-hour residential; Residential beds for clients' children; Child care for clients' children,,
2026-07-08T15:42:15.943Z,41,42,My PTSD keeps causing me to relapse.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1558,2769,21,2790,0.002874,"[""SUMH"",""MH"",""SA"",""PTSD"",""TRMA""]",,Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Mental health treatment; Substance use treatment; Persons with post-traumatic stress disorder (PTSD); Clients who have experienced trauma,,
2026-07-08T15:42:17.501Z,42,43,I need medication to help me stop using heroin.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1278,2769,25,2794,0.002894,"[""SA"",""DT"",""OTP"",""BU"",""MU"",""NU"",""OMB""]",,Substance use treatment; Detoxification; Federally-certified Opioid Treatment Program; Buprenorphine used in Treatment; Methadone used in Treatment; Naltrexone used in Treatment; Outpatient methadone/buprenorphine or naltrexone treatment,,
2026-07-08T15:42:18.780Z,43,44,Is there an outpatient program that works around my job?,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1081,2771,10,2781,0.002821,"[""OP"",""IOP""]",,Outpatient; Intensive outpatient treatment,,
2026-07-08T15:42:19.862Z,44,45,I need an intensive outpatient program for alcohol.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1143,2769,9,2778,0.002814,"[""SA"",""IOP""]",,Substance use treatment; Intensive outpatient treatment,,
2026-07-08T15:42:21.006Z,45,46,I'm homeless and need addiction treatment.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1279,2766,27,2793,0.002901,"[""SA"",""RES"",""HH"",""PA"",""SS"",""CASH"",""HS""]",,"Substance use treatment; Residential/24-hour residential; Transitional housing, halfway house, or sober home; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors); Cash or self-payment; Housing services",,
2026-07-08T15:42:22.281Z,46,47,I just overdosed and need help staying sober.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1631,2769,32,2801,0.002929,"[""SA"",""DT"",""RES"",""OP"",""IOP"",""PHP"",""ACC"",""PEER"",""RC""]",,Substance use treatment; Detoxification; Residential/24-hour residential; Outpatient; Intensive outpatient treatment; Partial hospitalization/day treatment; Aftercare/continuing care; Mentoring/peer support; Recovery coach,,
2026-07-08T15:42:23.912Z,47,48,Looking for rehab that treats bipolar disorder and addiction.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1405,2770,31,2801,0.002925,"[""SUMH"",""MH"",""SA"",""RES"",""ICO"",""GCO"",""FCO""]",,Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Mental health treatment; Substance use treatment; Residential/24-hour residential; Individual counseling; Group counseling; Family counseling,,
2026-07-08T15:42:25.318Z,48,49,My veteran husband needs PTSD treatment.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1067,2767,14,2781,0.002837,"[""VET"",""PTSD"",""MH""]",,Veterans; Persons with post-traumatic stress disorder (PTSD); Mental health treatment,,
2026-07-08T15:42:26.386Z,49,50,I need a program that speaks Spanish.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1083,2766,6,2772,0.002796,"[""SP""]",,Spanish,,
2026-07-08T15:42:27.469Z,50,51,Can someone help me find treatment for gambling addiction?,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,980,2768,13,2781,0.002833,"[""TGD""]",,Treatment for gambling disorder,,
2026-07-08T15:42:28.449Z,51,52,I need detox for alcohol today.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,956,2766,9,2775,0.002811,"[""DT"",""SA""]",,Detoxification; Substance use treatment,,
2026-07-08T15:42:29.406Z,52,53,I was discharged from the hospital and need ongoing treatment.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1337,2770,14,2784,0.00284,"[""OP"",""ACC""]",,Outpatient; Aftercare/continuing care,,
2026-07-08T15:42:30.743Z,53,54,My teenager needs residential mental health treatment.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1128,2766,19,2785,0.002861,"[""MH"",""RES"",""ADOL""]",,Mental health treatment; Residential/24-hour residential; Adolescents,,
2026-07-08T15:42:31.872Z,54,55,I need rehab that accepts TRICARE.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1359,2768,16,2784,0.002848,"[""RES"",""TRICARE""]",,"Residential/24-hour residential; Federal military insurance (e.g., TRICARE)",,
2026-07-08T15:42:33.232Z,55,56,I need transportation because I can't get to treatment on my own.,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,1092,2772,7,2779,0.002807,"[""TA""]",,Transportation assistance,,
