timestamp_utc,question_id,question_row,question,model_id,status,latency_ms,inputTokens,outputTokens,totalTokens,totalCost,output,output_similarity_by_model,user_friendly_output,error,reasoning
2026-07-07T20:12:55.325Z,7,8,"Can you please respond to me with information to closeby centers near Jupiter Fl, and the process to seek help.",us.amazon.nova-pro-v1:0,ok,1268,2447,89,2536,0.00394875,"[""SA"",""RES"",""OP"",""IOP"",""PHP"",""HH"",""OTP"",""BU"",""MU"",""NU"",""OMB"",""MD"",""MC"",""PI"",""TRICARE"",""CASH"",""PA"",""SS"",""ICO"",""GCO"",""FCO"",""MCO"",""CMHA"",""CSAA"",""CM"",""TA"",""HS"",""ACC"",""RC"",""PEER"",""SP"",""ASL"",""F70"",""BEDS"",""CCC"",""TELE""]",us.amazon.nova-2-lite-v1:0: 0.00%,"Substance use treatment; Residential/24-hour residential; Outpatient; Intensive outpatient treatment; Partial hospitalization/day treatment; Transitional housing, halfway house, or sober home; Federally-certified Opioid Treatment Program; Buprenorphine used in Treatment; Methadone used in Treatment; Naltrexone used in Treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Medicaid; Medicare; Private health insurance; Federal military insurance (e.g., TRICARE); Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors); Individual counseling; Group counseling; Family counseling; Marital/couples counseling; Comprehensive mental health assessment; Comprehensive substance use assessment; Case management service; Transportation assistance; Housing services; Aftercare/continuing care; Recovery coach; Mentoring/peer support; Spanish; Sign language services for the deaf and hard of hearing; Russian; Residential beds for clients' children; Child care for clients' children; Telemedicine/telehealth therapy",,
2026-07-07T20:12:56.594Z,8,9,I need a place that accepts my insurance me and boyfriend as a couple and my dog i have bcbs of alabama and I dont want to go to one in alabama it's in california,us.amazon.nova-2-lite-v1:0,ok,592,2470,7,2477,0.0007585,"[""PI"",""MCO""]",us.amazon.nova-pro-v1:0: 100.00%,Private health insurance; Marital/couples counseling,,
2026-07-07T20:12:57.187Z,8,9,I need a place that accepts my insurance me and boyfriend as a couple and my dog i have bcbs of alabama and I dont want to go to one in alabama it's in california,us.amazon.nova-pro-v1:0,ok,691,2466,8,2474,0.0031625,"[""PI"",""MCO""]",us.amazon.nova-2-lite-v1:0: 100.00%,Private health insurance; Marital/couples counseling,,
2026-07-07T20:12:57.879Z,9,10,My daughter is 21 years old yet here in the last 6 months is showing signs of mental health problems please help my next step,us.amazon.nova-2-lite-v1:0,ok,4896,2459,7,2466,0.0007552,"[""MH"", ""YA""]",us.amazon.nova-pro-v1:0: 40.00%,Mental health treatment; Young adults,,
2026-07-07T20:13:02.776Z,9,10,My daughter is 21 years old yet here in the last 6 months is showing signs of mental health problems please help my next step,us.amazon.nova-pro-v1:0,ok,664,2452,15,2467,0.003215,"[""MH"",""YA"",""ICO"",""GCO"",""CMHA""]",us.amazon.nova-2-lite-v1:0: 40.00%,Mental health treatment; Young adults; Individual counseling; Group counseling; Comprehensive mental health assessment,,
2026-07-07T20:13:03.441Z,10,11,My name is Angela Aguilera and my son Wilcoxson Martinez is in the Missoula Co Jail and he is a juvenile and he has a DUI hanging over his head. He needs a evaluation for substance use ASAP,us.amazon.nova-2-lite-v1:0,ok,1208,2473,12,2485,0.0007719,"[""SA"",""CSAA"",""CJ"",""ADOL""]",us.amazon.nova-pro-v1:0: 60.00%,Substance use treatment; Comprehensive substance use assessment; Criminal justice (other than DUI/DWI)/Forensic clients; Adolescents,,
2026-07-07T20:13:04.649Z,10,11,My name is Angela Aguilera and my son Wilcoxson Martinez is in the Missoula Co Jail and he is a juvenile and he has a DUI hanging over his head. He needs a evaluation for substance use ASAP,us.amazon.nova-pro-v1:0,ok,594,2464,14,2478,0.00322,"[""SA"",""CSAA"",""DUI"",""ADOL""]",us.amazon.nova-2-lite-v1:0: 60.00%,Substance use treatment; Comprehensive substance use assessment; Specially designed program for DUI/DWI clients; Adolescents,,
2026-07-07T20:13:05.244Z,11,12,I need help paying for treatment. I'm unemployed and becoming more and more depressed.  Please help.,us.amazon.nova-2-lite-v1:0,ok,1193,2452,17,2469,0.0007781,"[""SA"", ""MH"", ""PA"", ""SS"", ""CASH""]",us.amazon.nova-pro-v1:0: 60.00%,Substance use treatment; Mental health treatment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors); Cash or self-payment,,
2026-07-07T20:13:06.438Z,11,12,I need help paying for treatment. I'm unemployed and becoming more and more depressed.  Please help.,us.amazon.nova-pro-v1:0,ok,584,2446,9,2455,0.0031475,"[""MH"",""PA"",""SS""]",us.amazon.nova-2-lite-v1:0: 60.00%,Mental health treatment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),,
2026-07-07T20:13:07.022Z,12,13,"im looking for a detox program for my boyfriend. Currently he has medical insurance, we just moved to Texas 2 weeks ago.",us.amazon.nova-2-lite-v1:0,ok,532,2458,6,2464,0.0007524,"[""DT"",""PI""]",us.amazon.nova-pro-v1:0: 40.00%,Detoxification; Private health insurance,,
2026-07-07T20:13:07.555Z,12,13,"im looking for a detox program for my boyfriend. Currently he has medical insurance, we just moved to Texas 2 weeks ago.",us.amazon.nova-pro-v1:0,ok,641,2450,13,2463,0.0031925,"[""DT"",""RES"",""OD"",""MD"",""PI""]",us.amazon.nova-2-lite-v1:0: 40.00%,Detoxification; Residential/24-hour residential; Outpatient detoxification; Medicaid; Private health insurance,,
2026-07-07T20:13:08.196Z,13,14,I need mental health alcohol and cocaine crack inpatient. I have united health and Medicaid,us.amazon.nova-2-lite-v1:0,ok,1044,2448,12,2460,0.0007644,"[""MH"",""SA"",""RES"",""PI"",""MD""]",us.amazon.nova-pro-v1:0: 100.00%,Mental health treatment; Substance use treatment; Residential/24-hour residential; Private health insurance; Medicaid,,
2026-07-07T20:13:09.241Z,13,14,I need mental health alcohol and cocaine crack inpatient. I have united health and Medicaid,us.amazon.nova-pro-v1:0,ok,580,2440,13,2453,0.00318,"[""MH"",""SA"",""RES"",""MD"",""PI""]",us.amazon.nova-2-lite-v1:0: 100.00%,Mental health treatment; Substance use treatment; Residential/24-hour residential; Medicaid; Private health insurance,,
2026-07-07T20:13:09.822Z,14,15,My sons insurance is LifeWise of WA. Lives in Bellingham WA. Does anyone take this?,us.amazon.nova-2-lite-v1:0,ok,936,2451,2,2453,0.0007403,[],us.amazon.nova-pro-v1:0: 0.00%,,,
2026-07-07T20:13:10.758Z,14,15,My sons insurance is LifeWise of WA. Lives in Bellingham WA. Does anyone take this?,us.amazon.nova-pro-v1:0,ok,760,2443,5,2448,0.00310375,"[""PI""]",us.amazon.nova-2-lite-v1:0: 0.00%,Private health insurance,,
2026-07-07T20:13:11.519Z,15,16,im 46 female bipolar anxiety ptsd and an addict of everything i think i was recently sober for around 6 months again I relapsed and again sober only a few weeks now and I'm afraid I'm going to relapse again.,us.amazon.nova-2-lite-v1:0,ok,653,2476,11,2487,0.0007703,"[""SUMH"",""SA"",""MH"",""PTSD""]",us.amazon.nova-pro-v1:0: 23.53%,Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Substance use treatment; Mental health treatment; Persons with post-traumatic stress disorder (PTSD),,
2026-07-07T20:13:12.173Z,15,16,im 46 female bipolar anxiety ptsd and an addict of everything i think i was recently sober for around 6 months again I relapsed and again sober only a few weeks now and I'm afraid I'm going to relapse again.,us.amazon.nova-pro-v1:0,ok,931,2474,44,2518,0.0035325,"[""SUMH"",""RES"",""MH"",""SA"",""IOP"",""PHP"",""OP"",""ICO"",""GCO"",""FCO"",""MHSU"",""PTSD"",""TRMA"",""ACC"",""CM"",""CMHA"",""CSAA""]",us.amazon.nova-2-lite-v1:0: 23.53%,Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Residential/24-hour residential; Mental health treatment; Substance use treatment; Intensive outpatient treatment; Partial hospitalization/day treatment; Outpatient; Individual counseling; Group counseling; Family counseling; Clients with co-occurring mental and substance use disorders; Persons with post-traumatic stress disorder (PTSD); Clients who have experienced trauma; Aftercare/continuing care; Case management service; Comprehensive mental health assessment; Comprehensive substance use assessment,,
2026-07-07T20:13:13.106Z,16,17,I'm disabled 51 female in need badly of detox and treatment I have Aetna Better Health Medicaid Florida,us.amazon.nova-2-lite-v1:0,ok,710,2451,13,2464,0.0007678,"[""DT"", ""SA"", ""MD"", ""PI""]",us.amazon.nova-pro-v1:0: 12.50%,Detoxification; Substance use treatment; Medicaid; Private health insurance,,
2026-07-07T20:13:13.816Z,16,17,I'm disabled 51 female in need badly of detox and treatment I have Aetna Better Health Medicaid Florida,us.amazon.nova-pro-v1:0,ok,1170,2446,77,2523,0.0038275,"[""DT"",""HID"",""MD"",""MH"",""SA"",""SUMH"",""RES"",""OP"",""IOP"",""PHP"",""OTP"",""BU"",""MU"",""NU"",""OMB"",""PI"",""CASH"",""PA"",""SS"",""WN"",""CMHA"",""CSAA"",""CM"",""TA"",""HS"",""ACC"",""RC"",""PEER"",""ICO"",""GCO"",""FCO"",""MCO""]",us.amazon.nova-2-lite-v1:0: 12.50%,Detoxification; Hospital inpatient detoxification; Medicaid; Mental health treatment; Substance use treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Residential/24-hour residential; Outpatient; Intensive outpatient treatment; Partial hospitalization/day treatment; Federally-certified Opioid Treatment Program; Buprenorphine used in Treatment; Methadone used in Treatment; Naltrexone used in Treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Private health insurance; Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors); Adult women; Comprehensive mental health assessment; Comprehensive substance use assessment; Case management service; Transportation assistance; Housing services; Aftercare/continuing care; Recovery coach; Mentoring/peer support; Individual counseling; Group counseling; Family counseling; Marital/couples counseling,,
2026-07-07T20:13:14.988Z,17,18,Seeking help with myth addiction,us.amazon.nova-2-lite-v1:0,ok,569,2437,2,2439,0.0007361,[],us.amazon.nova-pro-v1:0: 0.00%,,,
2026-07-07T20:13:15.558Z,17,18,Seeking help with myth addiction,us.amazon.nova-pro-v1:0,ok,587,2429,10,2439,0.00313625,"[""SA"",""MH"",""SUMH""]",us.amazon.nova-2-lite-v1:0: 0.00%,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,,
2026-07-07T20:13:16.146Z,18,19,Ive done detox at palmer lake i now need residential for substance and mental health i get discharged on Sat.,us.amazon.nova-2-lite-v1:0,ok,576,2455,11,2466,0.000764,"[""SA"", ""SUMH"", ""RES""]",us.amazon.nova-pro-v1:0: 75.00%,Substance use treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Residential/24-hour residential,,
2026-07-07T20:13:16.723Z,18,19,Ive done detox at palmer lake i now need residential for substance and mental health i get discharged on Sat.,us.amazon.nova-pro-v1:0,ok,672,2447,20,2467,0.00325875,"[
  ""RES"",
  ""SUMH"",
  ""SA"",
  ""MH""
]",us.amazon.nova-2-lite-v1:0: 75.00%,Residential/24-hour residential; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Substance use treatment; Mental health treatment,,
2026-07-07T20:13:17.395Z,19,20,I'm trying to get into a program but need help with payment I don't have insurance and des gives my kids medical but not me . I need to get into an inpatient facility. Please contact me ASAP,us.amazon.nova-2-lite-v1:0,ok,666,2471,11,2482,0.0007688,"[""CASH"",""SS"",""PA"",""RES""]",us.amazon.nova-pro-v1:0: 100.00%,Cash or self-payment; Sliding fee scale (fee is based on income and other factors); Payment assistance (check with facility for details); Residential/24-hour residential,,
2026-07-07T20:13:18.062Z,19,20,I'm trying to get into a program but need help with payment I don't have insurance and des gives my kids medical but not me . I need to get into an inpatient facility. Please contact me ASAP,us.amazon.nova-pro-v1:0,ok,691,2468,12,2480,0.003205,"[""RES"",""CASH"",""PA"",""SS""]",us.amazon.nova-2-lite-v1:0: 100.00%,Residential/24-hour residential; Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),,
2026-07-07T20:13:18.754Z,20,21,Im trying to find treatment that takes medicare I'm in Johnson city and no transportation and no family.,us.amazon.nova-2-lite-v1:0,ok,645,2451,6,2457,0.0007503,"[""MC"",""TA""]",us.amazon.nova-pro-v1:0: 100.00%,Medicare; Transportation assistance,,
2026-07-07T20:13:19.400Z,20,21,Im trying to find treatment that takes medicare I'm in Johnson city and no transportation and no family.,us.amazon.nova-pro-v1:0,ok,614,2445,7,2452,0.00312625,"[""MC"",""TA""]",us.amazon.nova-2-lite-v1:0: 100.00%,Medicare; Transportation assistance,,
2026-07-07T20:13:20.015Z,21,22,Hello im reaching out for my fiance who has no insurance and needs to get into treatment,us.amazon.nova-2-lite-v1:0,ok,646,2449,14,2463,0.0007697,"[""SA"", ""CASH"", ""PA"", ""SS""]",us.amazon.nova-pro-v1:0: 100.00%,Substance use treatment; Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),,
2026-07-07T20:13:20.662Z,21,22,Hello im reaching out for my fiance who has no insurance and needs to get into treatment,us.amazon.nova-pro-v1:0,ok,602,2441,12,2453,0.00317125,"[""SA"",""CASH"",""PA"",""SS""]",us.amazon.nova-2-lite-v1:0: 100.00%,Substance use treatment; Cash or self-payment; Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),,
2026-07-07T20:13:21.264Z,22,23,do yall have anything for marriage couples like a intake place so we can get help together but still be able to be together. i dont want us to have to be apart.,us.amazon.nova-2-lite-v1:0,ok,614,2468,5,2473,0.0007529,"[""MCO""]",us.amazon.nova-pro-v1:0: 50.00%,Marital/couples counseling,,
2026-07-07T20:13:21.879Z,22,23,do yall have anything for marriage couples like a intake place so we can get help together but still be able to be together. i dont want us to have to be apart.,us.amazon.nova-pro-v1:0,ok,571,2460,8,2468,0.003155,"[""MCO"",""OP""]",us.amazon.nova-2-lite-v1:0: 50.00%,Marital/couples counseling; Outpatient,,
2026-07-07T20:13:22.452Z,23,24,Treatment facility that takes blue cross blue shield garnet Medicare insurance,us.amazon.nova-2-lite-v1:0,ok,604,2444,2,2446,0.0007382,[],us.amazon.nova-pro-v1:0: 0.00%,,,
2026-07-07T20:13:23.056Z,23,24,Treatment facility that takes blue cross blue shield garnet Medicare insurance,us.amazon.nova-pro-v1:0,ok,558,2435,7,2442,0.00311375,"[""PI"",""MC""]",us.amazon.nova-2-lite-v1:0: 0.00%,Private health insurance; Medicare,,
2026-07-07T20:13:23.615Z,24,25,Looking for a on patient facility. I have health net insurance . Live in the Sonora area. Or Modesto area. If you can help I would appreciate it.,us.amazon.nova-2-lite-v1:0,ok,565,2465,6,2471,0.0007545,"[""OP"",""PI""]",us.amazon.nova-pro-v1:0: 100.00%,Outpatient; Private health insurance,,
2026-07-07T20:13:24.181Z,24,25,Looking for a on patient facility. I have health net insurance . Live in the Sonora area. Or Modesto area. If you can help I would appreciate it.,us.amazon.nova-pro-v1:0,ok,542,2457,7,2464,0.00314125,"[""OP"",""PI""]",us.amazon.nova-2-lite-v1:0: 100.00%,Outpatient; Private health insurance,,
2026-07-07T20:13:24.724Z,25,26,I need a list of Ny Medicaid accepted drug rehab in ny just not binghmton ny,us.amazon.nova-2-lite-v1:0,ok,715,2450,2,2452,0.00074,[],us.amazon.nova-pro-v1:0: 0.00%,,,
2026-07-07T20:13:25.440Z,25,26,I need a list of Ny Medicaid accepted drug rehab in ny just not binghmton ny,us.amazon.nova-pro-v1:0,ok,556,2443,7,2450,0.00312375,"[""SA"",""MD""]",us.amazon.nova-2-lite-v1:0: 0.00%,Substance use treatment; Medicaid,,
2026-07-07T20:13:25.996Z,26,27,I need somewhere I can safely detox from fentanyl.,us.amazon.nova-2-lite-v1:0,ok,717,2442,4,2446,0.0007426,"[""DT""]",us.amazon.nova-pro-v1:0: 14.29%,Detoxification,,
2026-07-07T20:13:26.714Z,26,27,I need somewhere I can safely detox from fentanyl.,us.amazon.nova-pro-v1:0,ok,673,2434,19,2453,0.0032325,"[""DT"",""OD"",""OTP"",""BU"",""MU"",""NU"",""OMB""]",us.amazon.nova-2-lite-v1:0: 14.29%,Detoxification; Outpatient detoxification; Federally-certified Opioid Treatment Program; Buprenorphine used in Treatment; Methadone used in Treatment; Naltrexone used in Treatment; Outpatient methadone/buprenorphine or naltrexone treatment,,
2026-07-07T20:13:27.387Z,27,28,I've relapsed again and need inpatient rehab immediately.,us.amazon.nova-2-lite-v1:0,ok,556,2441,6,2447,0.0007473,"[""SA"",""RES""]",us.amazon.nova-pro-v1:0: 100.00%,Substance use treatment; Residential/24-hour residential,,
2026-07-07T20:13:27.944Z,27,28,I've relapsed again and need inpatient rehab immediately.,us.amazon.nova-pro-v1:0,ok,710,2436,7,2443,0.003115,"[""SA"",""RES""]",us.amazon.nova-2-lite-v1:0: 100.00%,Substance use treatment; Residential/24-hour residential,,
2026-07-07T20:13:28.654Z,28,29,My wife and I both want treatment together.,us.amazon.nova-2-lite-v1:0,ok,587,2441,5,2446,0.0007448,"[""MCO""]",us.amazon.nova-pro-v1:0: 100.00%,Marital/couples counseling,,
2026-07-07T20:13:29.242Z,28,29,My wife and I both want treatment together.,us.amazon.nova-pro-v1:0,ok,573,2433,6,2439,0.00310125,"[""MCO""]",us.amazon.nova-2-lite-v1:0: 100.00%,Marital/couples counseling,,
2026-07-07T20:13:29.816Z,29,30,I need somewhere that accepts Medicaid and has detox.,us.amazon.nova-2-lite-v1:0,ok,577,2442,6,2448,0.0007476,"[""DT"",""MD""]",us.amazon.nova-pro-v1:0: 100.00%,Detoxification; Medicaid,,
2026-07-07T20:13:30.394Z,29,30,I need somewhere that accepts Medicaid and has detox.,us.amazon.nova-pro-v1:0,ok,554,2434,7,2441,0.0031125,"[""MD"",""DT""]",us.amazon.nova-2-lite-v1:0: 100.00%,Medicaid; Detoxification,,
2026-07-07T20:13:30.949Z,30,31,My son is addicted to meth and refuses help.,us.amazon.nova-2-lite-v1:0,ok,634,2442,4,2446,0.0007426,"[""SA""]",us.amazon.nova-pro-v1:0: 8.33%,Substance use treatment,,
2026-07-07T20:13:31.584Z,30,31,My son is addicted to meth and refuses help.,us.amazon.nova-pro-v1:0,ok,755,2434,31,2465,0.0033525,"[""SA"",""RES"",""RL"",""OTP"",""BU"",""MU"",""NU"",""OMB"",""ICO"",""GCO"",""FCO"",""ADOL""]",us.amazon.nova-2-lite-v1:0: 8.33%,Substance use treatment; Residential/24-hour residential; Long-term residential; Federally-certified Opioid Treatment Program; Buprenorphine used in Treatment; Methadone used in Treatment; Naltrexone used in Treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Individual counseling; Group counseling; Family counseling; Adolescents,,
2026-07-07T20:13:32.340Z,31,32,Looking for a residential program after I finish detox.,us.amazon.nova-2-lite-v1:0,ok,567,2442,6,2448,0.0007476,"[""RES"",""HH""]",us.amazon.nova-pro-v1:0: 33.33%,"Residential/24-hour residential; Transitional housing, halfway house, or sober home",,
2026-07-07T20:13:32.908Z,31,32,Looking for a residential program after I finish detox.,us.amazon.nova-pro-v1:0,ok,581,2434,7,2441,0.0031125,"[""RES"",""DT""]",us.amazon.nova-2-lite-v1:0: 33.33%,Residential/24-hour residential; Detoxification,,
2026-07-07T20:13:33.489Z,32,33,I need help for depression and alcohol addiction.,us.amazon.nova-2-lite-v1:0,ok,541,2441,11,2452,0.0007598,"[""SA"", ""MH"", ""SUMH""]",us.amazon.nova-pro-v1:0: 4.55%,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,,
2026-07-07T20:13:34.030Z,32,33,I need help for depression and alcohol addiction.,us.amazon.nova-pro-v1:0,ok,899,2433,50,2483,0.00354125,"[""SUMH"",""RES"",""OP"",""IOP"",""PHP"",""HH"",""DT"",""OD"",""OTP"",""BU"",""MU"",""NU"",""OMB"",""ICO"",""GCO"",""CMHA"",""CSAA"",""CM"",""ACC"",""PEER""]",us.amazon.nova-2-lite-v1:0: 4.55%,"Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children; Residential/24-hour residential; Outpatient; Intensive outpatient treatment; Partial hospitalization/day treatment; Transitional housing, halfway house, or sober home; Detoxification; Outpatient detoxification; Federally-certified Opioid Treatment Program; Buprenorphine used in Treatment; Methadone used in Treatment; Naltrexone used in Treatment; Outpatient methadone/buprenorphine or naltrexone treatment; Individual counseling; Group counseling; Comprehensive mental health assessment; Comprehensive substance use assessment; Case management service; Aftercare/continuing care; Mentoring/peer support",,
2026-07-07T20:13:34.930Z,33,34,Is there a rehab that accepts Medicare near me?,us.amazon.nova-2-lite-v1:0,ok,569,2442,6,2448,0.0007476,"[""MC"",""SA""]",us.amazon.nova-pro-v1:0: 33.33%,Medicare; Substance use treatment,,
